id,area,feature,current_status,user_story,expected_behavior,verify_method,hist_status,hist_loop1,hist_errors,hist_loop2,code_basis,r2_test_status,r2_test_evidence,r2_defects,r2_fix_location,r2_retest_status,r2_retest_evidence,r2_blocker
WEB-14,web,works,pass,Operator lists and creates works,GET /api/works lists; POST /api/works creates one with 201 and maps ControlError to status,unit,,,,,src/web/server.ts:/api/works,server.test,"server.test.ts covers works create/list
[audit-new-test] src/web/audit-supplement.test.ts: GET /api/works lists seeded work; POST /api/works {title,source} -> 201 and list grows to 2. Original r2 evidence claimed server.test covered works create/list but no such case existed.",,,pass,"new test src/web/audit-supplement.test.ts: GET /api/works lists seeded work; POST /api/works {title,source} -> 201 and list grows to 2. Original r2 evidence claimed server.test covered works create/list but no such case existed. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-15,web,candidates,pass,Policy candidates are listed and approved/enabled,GET /api/candidates lists; POST approve/enable gates on observation window,unit,,,,,src/web/server.ts:/api/candidates,pass,"candidate flow in server.test.ts
[audit-confirmed] candidates list/approve/enable routes exist; observation-window gating not asserted in isolation.
[shard-tested] src/web/audit-api-routes.test.ts: 5 tests: GET /api/candidates returns [] on fresh DB; GET lists seeded policy candidates (candidateId field); POST /api/candidates/:id/approve returns 200 with approvedBy='operator'; POST approve returns 409 for unknown candidate; POST approve returns 403 without Origin.",,,pass,src/web/audit-api-routes.test.ts: 5 tests: GET /api/candidates returns [] on fresh DB; GET lists seeded policy candidates (candidateId field); POST /api/candidates/:id/approve returns 200 with approvedBy='operator'; POST approve retur | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),
WEB-16,web,contract,pass,Work contract promotion and preview require expected revision,POST /api/works/:id/promote and /contract-preview validate expected_revision and contract,unit,,,,,src/web/server.ts:promote/preview,contract-closure.test,"contract-closure.test.ts covers revision gating
[audit-new-test] src/web/contract-closure.test.ts; src/web/audit-supplement.test.ts: contract-closure.test.ts covers contract-preview 200 + narrow 409 on stale snapshot; audit-supplement adds POST /api/works/:id/promote with wrong expected_revision -> 409.",,,pass,new test src/web/contract-closure.test.ts; src/web/audit-supplement.test.ts: contract-closure.test.ts covers contract-preview 200 + narrow 409 on stale snapshot; audit-supplement adds POST /api/works/:id/promote with wrong expected_revision -> 409. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),
WEB-17,web,work-ops,pass,"Work contract revision, redirect, and stop are recorded",POST /api/works/:id/(contract|redirect|stop) call reviseContract/redirectWork/recordStopCondition,unit,,,,,src/web/server.ts:workRoute,pass,"work ops covered by server.test.ts
[audit-confirmed] works contract/redirect/stop routes exist; reviseContract/redirectWork/recordStopCondition not asserted over HTTP in isolation.
[shard-tested] src/web/audit-api-routes.test.ts: 5 tests: POST /api/works/:id/stop returns 200 when work has matching contract stop condition; stop returns 404 for unknown work; stop returns 400 without expected_revision; stop returns 403 without Origin; POST /api/works/:id/contract returns 200 for valid contract revision.",,,pass,src/web/audit-api-routes.test.ts: 5 tests: POST /api/works/:id/stop returns 200 when work has matching contract stop condition; stop returns 404 for unknown work; stop returns 400 without expected_revision; stop returns 403 without Or | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt),
WEB-18,web,attention-action,pass,Operator acks/defers/resolves/feeds back an attention card,POST /api/attention/:id/(ack|defer|resolve|feedback) validates narrow resolve inputs and routes mgmt:accept: to recordAcceptance,unit,,,,,src/web/server.ts:attentionRoute,server.test,"server.test.ts covers attention actions and narrow guard
[audit-new-test] src/web/server.test.ts; src/web/audit-supplement.test.ts: server.test.ts covers resolve stop 200 + stale 409 + narrow 400 guard; audit-supplement adds attention ack/feedback/defer each 200 on a fresh item.",,,pass,"attention action端点: ack/defer/resolve/feedback. defer修复前: app.js用POST /api/attention/:id/resolve + selected_option=""defer""→resolveAttentionDecision L286只接受stop/continue/narrow→400 ""unsupported generic decision option"". 修复后: app.js resolveItem检测option===""defer""→POST /api/attention/:id/defer + {expected_revision, defer_until:Date.now()+3600000}→actOnAttention设置defer_until→item从Now/Inbox隐藏至延期结束. 真实浏览器验证: generic attention卡点击defer→POST /api/attention/att-generic-1/defer→item从Now消失. 集成测试src/web/ui-regression.test.ts: defer设置defer_until+移出Now,缺省defer_until返回400,过期defer_until返回400. 全量回归: 755 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-154145.txt)",mgmt:accept: resolve routing to recordAcceptance not directly asserted.
WEB-19,web,sessions,pass,Session list shows resume capability per session,GET /api/sessions returns up to 100 sessions each annotated with inspectResume,unit/live,,,,,src/web/server.ts:/api/sessions,live-curl+server.test,"curl /api/sessions -> 200; server.test.ts asserts resume annotation
[audit-confirmed] 'reports resume capability...' asserts resume_capability per row (resumable pi/omp, process_alive, remote_host_unsupported); 'bounds session list' asserts 5 rows + queue/q5_reason.",,,pass,"curl /api/sessions -> 200; server.test.ts asserts resume annotation
[audit-confirmed] 'reports resume capability...' asserts resume_capability per row (resumable pi/omp, process_alive, remote_host_unsupported); 'bounds session list' asserts 5 rows + queue/q5_reason. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-20,web,q1,pass,Decision requests (Q1) surface pending asks,GET /api/q1 returns pending requests without platform field,live,,,,,src/web/server.ts:/api/q1,live-curl,"curl /api/q1 -> 200
[audit-confirmed] Q1 JSON exact shape (platform stripped), binding terminal-7, null binding when host lacks id, newest-first ordering.",,,pass,"curl /api/q1 -> 200
[audit-confirmed] Q1 JSON exact shape (platform stripped), binding terminal-7, null binding when host lacks id, newest-first ordering. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-21,web,q2,pass,Ended inbox (Q2) sessions surface for closeout,"GET /api/q2 returns q2 non-unknown rows, excluding operator-closed when closeouts exists",live,,,,,src/web/server.ts:/api/q2,live-curl,"curl /api/q2 -> 200
[audit-confirmed] closeout test asserts GET /api/q2 == [] after closeout; queryQ2 unit filters non-unknown.",,,pass,"curl /api/q2 -> 200
[audit-confirmed] closeout test asserts GET /api/q2 == [] after closeout; queryQ2 unit filters non-unknown. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-22,web,archive,pass,Done archive surfaces terminal/closed sessions,GET /api/archive returns q4 plus operator-closed q2 rows,live,,,,,src/web/server.ts:/api/archive,live-curl,"curl /api/archive -> 200
[audit-confirmed] 'archive includes q4 and unproven q2 rows' exact array; closeout test asserts closed_out:true row.",,,pass,"curl /api/archive -> 200
[audit-confirmed] 'archive includes q4 and unproven q2 rows' exact array; closeout test asserts closed_out:true row. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-23,web,zombie,pass,Zombie view groups stuck q5 sessions,"GET /api/zombie returns groups (hung dropped) plus orphaned requests, rows annotated with resume capability",live,,,,,src/web/server.ts:/api/zombie,live-curl,"curl /api/zombie -> 200
[audit-confirmed] hung/zombie test asserts zombie.groups[0].rows[0] resume_capability; queryZombie unit groups q5 drops hung + orphaned requests.",,,pass,"curl /api/zombie -> 200
[audit-confirmed] hung/zombie test asserts zombie.groups[0].rows[0] resume_capability; queryZombie unit groups q5 drops hung + orphaned requests. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-24,web,hung,pass,Hung/dead-connection sessions surface with age,GET /api/hung returns turn_hung/dead_connection rows with hung_ms and resume capability,live,,,,,src/web/server.ts:/api/hung,live-curl,"curl /api/hung -> 200
[audit-confirmed] hung rows expose resume_capability property; queryHung unit asserts hung_ms age + dead_connection evidence.",,,pass,"curl /api/hung -> 200
[audit-confirmed] hung rows expose resume_capability property; queryHung unit asserts hung_ms age + dead_connection evidence. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-25,web,health,pass,Collection health shows incidents and gap counts,GET /api/health returns open incidents plus recent coverage/telemetry gap counts,live,,,,,src/web/server.ts:/api/health,live-curl,"curl /api/health -> 200
[audit-new-test] src/web/audit-supplement.test.ts: GET /api/health 200; open_incidents array, coverage_gaps/telemetry_gaps numeric. queryHealth unit already covers recent-gap windowing. Original evidence live-curl only.",,,pass,"new test src/web/audit-supplement.test.ts: GET /api/health 200; open_incidents array, coverage_gaps/telemetry_gaps numeric. queryHealth unit already covers recent-gap windowing. Original evidence live-curl only. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-26,web,session-detail,pass,Operator opens a session detail view,"GET /api/sessions/:id returns detail (events, incarnations, pending, handoff) or 404",unit,,,,,src/web/server.ts:/api/sessions/,server.test,"session detail 404 covered by server.test.ts
[audit-confirmed] 'serves session detail and returns 404 for missing resources': 200 view.session/events(newest-first, heartbeat-free)/pending_requests/latest_surface_session; missing -> 404. Downgraded from code-review but HTTP coverage already present.",,,pass,"session detail 404 covered by server.test.ts
[audit-confirmed] 'serves session detail and returns 404 for missing resources': 200 view.session/events(newest-first, heartbeat-free)/pending_requests/latest_surface_session; missing -> 404. Downgraded from code-review but HTTP coverage already present. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-27,web,jump,pass,Operator jumps from a decision request to its terminal,POST /api/jump/:requestUid resolves request->session->jump target and calls performJump; 404 when request unknown,unit,,,,,src/web/server.ts:/api/jump,server.test+overload.test,"server.test.ts and overload.test.ts jump cases pass
[audit-confirmed] 'prefers a structured host target...' POST /api/jump/req-1 -> {opened:true} and jumps target {source:host,platform:cmux,binding,tty,host}; overload.test.ts jumpTo request-uid resolution.",,,pass,"server.test.ts and overload.test.ts jump cases pass
[audit-confirmed] 'prefers a structured host target...' POST /api/jump/req-1 -> {opened:true} and jumps target {source:host,platform:cmux,binding,tty,host}; overload.test.ts jumpTo request-uid resolution. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-28,web,jump-session,pass,Operator jumps directly from a hung session,POST /api/jump-session/:stableId uses queryJumpTarget then performJump,unit,,,,,src/web/server.ts:/api/jump-session,server.test,"covered by server.test.ts
[audit-new-test] src/web/audit-supplement.test.ts: POST /api/jump-session/remote:pi:alpha -> 200 {opened:true} via injected jump; unknown stableId -> 404. Original r2 evidence claimed server.test covered it but only /api/jump (request) was tested, not jump-session.",,,pass,"new test src/web/audit-supplement.test.ts: POST /api/jump-session/remote:pi:alpha -> 200 {opened:true} via injected jump; unknown stableId -> 404. Original r2 evidence claimed server.test covered it but only /api/jump (request) was tested, not | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-29,web,resume-session,pass,Operator resumes a terminated session in cmux,"POST /api/resume-session/:stableId calls resumeSession, 200 on resumed, 409 when refused, 404 unknown",unit,,,,,src/web/server.ts:/api/resume-session,server.test+resume.test,"server.test.ts + new resumeSession tests pass
[audit-confirmed] 'reports resume capability...' POST /api/resume-session pi/omp -> {resumed:true} with exact cmux args incl quote escaping; live pi -> 409 process_alive.",,,pass,"server.test.ts + new resumeSession tests pass
[audit-confirmed] 'reports resume capability...' POST /api/resume-session pi/omp -> {resumed:true} with exact cmux args incl quote escaping; live pi -> 409 process_alive. | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
WEB-30,web,closeout,pass,Operator closes out a Q2 inbox session,"POST /api/closeout/:stableId inserts closeouts only when current.queue=='q2', else 409/404",unit,,,,,src/web/server.ts:/api/closeout,server.test,"closeout gate present; path covered by server.test.ts
[audit-new-test] src/web/server.test.ts; src/web/audit-supplement.test.ts: server.test closeout test: q2 row closed:true, moves to archive with closed_out:true, missing 404; audit-supplement adds non-q2 (q5) -> 409. Downgraded from code-review; HTTP gate already largely covered.",,,pass,"new test src/web/server.test.ts; src/web/audit-supplement.test.ts: server.test closeout test: q2 row closed:true, moves to archive with closed_out:true, missing 404; audit-supplement adds non-q2 (q5) -> 409. Downgraded from code-review; HTTP gate already largely cove | 全量回归: 747 pass/1 skip/0 fail (docs/history/test-logs/full-test-log-final-20260922-151847.txt)",
